uid,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,volume,openInterest,impliedVolatility,optType,myDateTime,expiration,ticker,currentPriceDay,stockVolumeDay,timeUntilExpiration,pctPriceDiff
AAPL201218C00109000-12_17_20-16:45,AAPL201218C00109000,2020-12-17 16:02:04,109.0,20.0,19.65,19.8,5.45,3.0,111.0,1.3632844,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.1123779
AAPL201218C00110000-12_17_20-16:45,AAPL201218C00110000,2020-12-17 16:25:24,110.0,18.8,18.65,18.8,5.199999,675.0,17847.0,1.3007847,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.1042345
AAPL201218C00111000-12_17_20-16:45,AAPL201218C00111000,2020-12-16 14:40:25,111.0,15.81,17.65,17.8,3.0600004,2.0,143.0,1.2402382,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0960912
AAPL201218C00112000-12_17_20-16:45,AAPL201218C00112000,2020-12-17 16:26:11,112.0,16.78,16.65,16.8,5.1000004,9.0,307.0,1.1777385,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0879479
AAPL201218C00112500-12_17_20-16:45,AAPL201218C00112500,2020-12-17 16:25:50,112.5,16.3,16.15,16.3,5.299999,330.0,40240.0,1.1464886,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0838762
AAPL201218C00113000-12_17_20-16:45,AAPL201218C00113000,2020-12-17 16:15:26,113.0,15.76,15.65,15.8,5.3600006,4.0,694.0,1.1171919,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0798046
AAPL201218C00114000-12_17_20-16:45,AAPL201218C00114000,2020-12-17 15:02:14,114.0,14.72,14.65,14.8,5.3,1.0,3005.0,1.0546922,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0716613
AAPL201218C00115000-12_17_20-16:45,AAPL201218C00115000,2020-12-17 16:20:37,115.0,13.65,13.65,13.8,4.87,300.0,72196.0,0.9941407,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0635179
AAPL201218C00116000-12_17_20-16:45,AAPL201218C00116000,2020-12-17 15:30:41,116.0,13.01,12.65,12.8,5.11,86.0,3470.0,0.9316413,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0553746
AAPL201218C00117000-12_17_20-16:45,AAPL201218C00117000,2020-12-17 16:22:32,117.0,11.8,11.65,11.8,5.2000003,185.0,3139.0,0.871095,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0472313
AAPL201218C00117500-12_17_20-16:45,AAPL201218C00117500,2020-12-17 16:25:24,117.5,11.3,11.15,11.3,4.8900003,157.0,37060.0,0.8398454,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0431596
AAPL201218C00118000-12_17_20-16:45,AAPL201218C00118000,2020-12-17 16:24:07,118.0,10.79,10.65,10.8,4.83,72.0,6734.0,0.8085957,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.039088
AAPL201218C00119000-12_17_20-16:45,AAPL201218C00119000,2020-12-17 16:16:29,119.0,9.83,9.7,9.8,4.73,53.0,2168.0,0.7636742,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0309446
AAPL201218C00120000-12_17_20-16:45,AAPL201218C00120000,2020-12-17 16:27:16,120.0,8.71,8.7,8.8,4.36,2083.0,51775.0,0.7001983,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0228013
AAPL201218C00121000-12_17_20-16:45,AAPL201218C00121000,2020-12-17 16:20:06,121.0,7.72,7.7,7.8,4.17,117.0,7789.0,0.6357458,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.014658
AAPL201218C00122000-12_17_20-16:45,AAPL201218C00122000,2020-12-17 16:27:44,122.0,6.7,6.7,6.8,3.7799997,1448.0,11035.0,0.5712933,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.0065147
AAPL201218C00122500-12_17_20-16:45,AAPL201218C00122500,2020-12-17 16:26:40,122.5,6.3,6.2,6.3,3.5800002,834.0,45045.0,0.5380906,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,-0.002443
AAPL201218C00123000-12_17_20-16:45,AAPL201218C00123000,2020-12-17 16:27:44,123.0,5.75,5.7,5.8,3.34,1631.0,11624.0,0.5048878,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0016286
AAPL201218C00124000-12_17_20-16:45,AAPL201218C00124000,2020-12-17 16:29:00,124.0,4.78,4.75,4.85,2.8900003,1749.0,17200.0,0.4834036,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.009772
AAPL201218C00125000-12_17_20-16:45,AAPL201218C00125000,2020-12-17 16:28:55,125.0,3.85,3.8,3.9,2.37,10962.0,137966.0,0.4287167,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0179153
AAPL201218C00126000-12_17_20-16:45,AAPL201218C00126000,2020-12-17 16:28:47,126.0,2.92,2.88,2.93,1.7500001,8222.0,20350.0,0.360358,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0260586
AAPL201218C00127000-12_17_20-16:45,AAPL201218C00127000,2020-12-17 16:29:03,127.0,2.06,2.04,2.07,1.1499999,10695.0,30570.0,0.3173896,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0342019
AAPL201218C00128000-12_17_20-16:45,AAPL201218C00128000,2020-12-17 16:29:10,128.0,1.31,1.32,1.35,0.5899999,35880.0,38441.0,0.2910227,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0423453
AAPL201218C00129000-12_17_20-16:45,AAPL201218C00129000,2020-12-17 16:29:06,129.0,0.77,0.76,0.77,0.23,71655.0,27918.0,0.2670972,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0504886
AAPL201218C00130000-12_17_20-16:45,AAPL201218C00130000,2020-12-17 16:29:11,130.0,0.4,0.39,0.4,-0.03,110454.0,187220.0,0.2573316,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0586319
AAPL201218C00131000-12_17_20-16:45,AAPL201218C00131000,2020-12-17 16:28:24,131.0,0.19,0.19,0.2,-0.15,18420.0,34753.0,0.2587965,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0667752
AAPL201218C00132000-12_17_20-16:45,AAPL201218C00132000,2020-12-17 16:28:42,132.0,0.1,0.09,0.1,-0.17,17671.0,44277.0,0.2666089,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0749185
AAPL201218C00133000-12_17_20-16:45,AAPL201218C00133000,2020-12-17 16:27:15,133.0,0.06,0.05,0.06,-0.16,5566.0,23941.0,0.2871165,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0830619
AAPL201218C00134000-12_17_20-16:45,AAPL201218C00134000,2020-12-17 16:28:03,134.0,0.03,0.03,0.04,0.03,1976.0,6165.0,0.3125069,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0912052
AAPL201218C00135000-12_17_20-16:45,AAPL201218C00135000,2020-12-17 16:26:54,135.0,0.02,0.02,0.03,-0.14,4076.0,72448.0,0.3398504,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.0993485
AAPL201218C00136000-12_17_20-16:45,AAPL201218C00136000,2020-12-17 16:22:51,136.0,0.02,0.02,0.03,0.02,400.0,2228.0,0.3828187,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.1074918
AAPL201218C00137000-12_17_20-16:45,AAPL201218C00137000,2020-12-17 16:13:46,137.0,0.01,0.01,0.02,0.01,90.0,741.0,0.3984435,c,12_17_20-16:45,2020-12-18,AAPL,122.8000031,87553.0,0.001969,0.1156352
