uid,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,volume,openInterest,impliedVolatility,optType,myDateTime,expiration,ticker,currentPriceDay,stockVolumeDay,timeUntilExpiration,pctPriceDiff
AAPL201218C00109000-12_17_20-20:50,AAPL201218C00109000,2020-12-17 18:36:03,109.0,19.46,19.2,19.35,4.909999,7.0,111.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.1047662
AAPL201218C00110000-12_17_20-20:50,AAPL201218C00110000,2020-12-17 20:27:14,110.0,18.5,18.25,18.35,4.8999996,948.0,17847.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.096553
AAPL201218C00111000-12_17_20-20:50,AAPL201218C00111000,2020-12-17 17:40:35,111.0,17.35,17.2,17.35,4.6000004,1.0,143.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0883398
AAPL201218C00112000-12_17_20-20:50,AAPL201218C00112000,2020-12-17 20:26:26,112.0,16.45,16.25,16.35,4.7700005,110.0,307.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0801267
AAPL201218C00112500-12_17_20-20:50,AAPL201218C00112500,2020-12-17 20:16:48,112.5,16.0,15.75,15.85,5.0,543.0,40240.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0760201
AAPL201218C00113000-12_17_20-20:50,AAPL201218C00113000,2020-12-17 19:53:43,113.0,15.35,15.2,15.35,4.950001,6.0,694.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0719135
AAPL201218C00114000-12_17_20-20:50,AAPL201218C00114000,2020-12-17 19:27:22,114.0,14.31,14.25,14.4,4.8900003,13.0,3005.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0637004
AAPL201218C00115000-12_17_20-20:50,AAPL201218C00115000,2020-12-17 20:21:19,115.0,13.5,13.25,13.35,4.7200003,970.0,72196.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0554872
AAPL201218C00116000-12_17_20-20:50,AAPL201218C00116000,2020-12-17 19:54:03,116.0,12.4,12.25,12.35,4.4999995,291.0,3470.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0472741
AAPL201218C00117000-12_17_20-20:50,AAPL201218C00117000,2020-12-17 19:36:19,117.0,11.2,11.25,11.4,4.6,254.0,3139.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0390609
AAPL201218C00117500-12_17_20-20:50,AAPL201218C00117500,2020-12-17 20:30:22,117.5,10.85,10.75,10.9,4.4400005,895.0,37060.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0349543
AAPL201218C00118000-12_17_20-20:50,AAPL201218C00118000,2020-12-17 20:15:01,118.0,10.41,10.25,10.4,4.45,193.0,6734.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0308478
AAPL201218C00119000-12_17_20-20:50,AAPL201218C00119000,2020-12-17 20:00:47,119.0,9.49,9.25,9.4,4.39,155.0,2168.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0226346
AAPL201218C00120000-12_17_20-20:50,AAPL201218C00120000,2020-12-17 20:30:01,120.0,8.4,8.25,8.4,4.0499997,9086.0,51775.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0144215
AAPL201218C00121000-12_17_20-20:50,AAPL201218C00121000,2020-12-17 20:31:20,121.0,7.35,7.25,7.4,3.8,1476.0,7789.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,-0.0062083
AAPL201218C00122000-12_17_20-20:50,AAPL201218C00122000,2020-12-17 20:31:34,122.0,6.36,6.3,6.4,3.44,2086.0,11035.0,1e-05,c,12_17_20-20:50,2020-12-18,AAPL,121.7558975,404568.0,0.001503,0.0020049
