uid,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,volume,openInterest,impliedVolatility,optType,myDateTime,expiration,ticker,currentPriceDay,stockVolumeDay,timeUntilExpiration,pctPriceDiff
AAPL201218C00109000-12_17_20-19:45,AAPL201218C00109000,2020-12-17 18:36:03,109.0,19.46,19.2,19.35,4.909999,7.0,111.0,0.8437516,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.1073257
AAPL201218C00110000-12_17_20-19:45,AAPL201218C00110000,2020-12-17 19:17:13,110.0,18.4,18.25,18.35,4.799999,858.0,17847.0,0.796877,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.099136
AAPL201218C00111000-12_17_20-19:45,AAPL201218C00111000,2020-12-17 17:40:35,111.0,17.35,17.25,17.35,4.6000004,1.0,143.0,0.7500025,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0909463
AAPL201218C00112000-12_17_20-19:45,AAPL201218C00112000,2020-12-17 19:17:59,112.0,16.45,16.25,16.35,4.7700005,108.0,307.0,0.7187528,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0827567
AAPL201218C00112500-12_17_20-19:45,AAPL201218C00112500,2020-12-17 19:23:53,112.5,16.01,15.75,15.85,5.01,408.0,40240.0,0.6875031,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0786618
AAPL201218C00113000-12_17_20-19:45,AAPL201218C00113000,2020-12-17 17:23:44,113.0,15.47,15.25,15.35,5.0700006,5.0,694.0,0.6718783,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.074567
AAPL201218C00114000-12_17_20-19:45,AAPL201218C00114000,2020-12-17 19:27:22,114.0,14.31,14.25,14.35,4.8900003,13.0,3005.0,0.6250038,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0663773
AAPL201218C00115000-12_17_20-19:45,AAPL201218C00115000,2020-12-17 19:25:55,115.0,13.4,13.25,13.35,4.62,850.0,72196.0,0.5937541,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0581877
AAPL201218C00116000-12_17_20-19:45,AAPL201218C00116000,2020-12-17 19:12:52,116.0,12.5,12.25,12.35,4.6,191.0,3470.0,0.5468795,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.049998
AAPL201218C00117000-12_17_20-19:45,AAPL201218C00117000,2020-12-17 19:08:23,117.0,11.45,11.25,11.35,4.85,244.0,3139.0,0.500005,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0418083
AAPL201218C00117500-12_17_20-19:45,AAPL201218C00117500,2020-12-17 19:27:46,117.5,10.8,10.75,10.9,4.3900003,640.0,37060.0,0.6210975,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0377135
AAPL201218C00118000-12_17_20-19:45,AAPL201218C00118000,2020-12-17 19:25:03,118.0,10.47,10.25,10.35,4.51,163.0,6734.0,0.4687553,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0336186
AAPL201218C00119000-12_17_20-19:45,AAPL201218C00119000,2020-12-17 19:25:53,119.0,9.4,9.25,9.4,4.2999997,153.0,2168.0,0.5468795,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.025429
AAPL201218C00120000-12_17_20-19:45,AAPL201218C00120000,2020-12-17 19:26:39,120.0,8.38,8.25,8.35,4.03,7272.0,51775.0,0.3828187,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0172393
AAPL201218C00121000-12_17_20-19:45,AAPL201218C00121000,2020-12-17 19:27:39,121.0,7.35,7.3,7.4,3.8,1295.0,7789.0,0.445318,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0090496
AAPL201218C00122000-12_17_20-19:45,AAPL201218C00122000,2020-12-17 19:27:28,122.0,6.35,6.3,6.4,3.4299998,1925.0,11035.0,0.3925842,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,-0.0008599
AAPL201218C00122500-12_17_20-19:45,AAPL201218C00122500,2020-12-17 19:27:28,122.5,5.88,5.8,5.9,3.16,1254.0,45045.0,0.3671938,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,0.0032349
AAPL201218C00123000-12_17_20-19:45,AAPL201218C00123000,2020-12-17 19:27:49,123.0,5.35,5.3,5.4,2.9399998,2496.0,11624.0,0.3398504,c,12_17_20-19:45,2020-12-18,AAPL,122.1050034,140471.0,0.001627,0.0073297
