uid,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,volume,openInterest,impliedVolatility,optType,myDateTime,expiration,ticker,currentPriceDay,stockVolumeDay,timeUntilExpiration,pctPriceDiff
AAPL201218C00109000-12_17_20-18:05,AAPL201218C00109000,2020-12-17 16:02:04,109.0,20.0,19.4,19.55,5.45,3.0,111.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.1091678
AAPL201218C00110000-12_17_20-18:05,AAPL201218C00110000,2020-12-17 17:45:09,110.0,18.5,18.4,18.55,4.8999996,769.0,17847.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.100995
AAPL201218C00111000-12_17_20-18:05,AAPL201218C00111000,2020-12-17 17:40:35,111.0,17.35,17.4,17.55,4.6000004,1.0,143.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0928222
AAPL201218C00112000-12_17_20-18:05,AAPL201218C00112000,2020-12-17 16:26:11,112.0,16.78,16.4,16.55,5.1000004,9.0,307.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0846495
AAPL201218C00112500-12_17_20-18:05,AAPL201218C00112500,2020-12-17 17:45:09,112.5,16.0,15.9,16.05,5.0,345.0,40240.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0805631
AAPL201218C00113000-12_17_20-18:05,AAPL201218C00113000,2020-12-17 17:23:44,113.0,15.47,15.4,15.55,5.0700006,5.0,694.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0764767
AAPL201218C00114000-12_17_20-18:05,AAPL201218C00114000,2020-12-17 16:52:26,114.0,14.25,14.4,14.55,4.83,6.0,3005.0,0.500005,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0683039
AAPL201218C00115000-12_17_20-18:05,AAPL201218C00115000,2020-12-17 17:44:22,115.0,13.45,13.4,13.55,4.67,459.0,72196.0,0.7812522,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0601312
AAPL201218C00116000-12_17_20-18:05,AAPL201218C00116000,2020-12-17 16:47:14,116.0,12.62,12.45,12.55,4.72,91.0,3470.0,0.6171913,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0519584
AAPL201218C00117000-12_17_20-18:05,AAPL201218C00117000,2020-12-17 17:20:42,117.0,11.39,11.45,11.55,4.7900004,213.0,3139.0,0.5703168,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0437856
AAPL201218C00117500-12_17_20-18:05,AAPL201218C00117500,2020-12-17 17:34:44,117.5,10.77,10.95,11.05,4.3600006,212.0,37060.0,0.5507857,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0396992
AAPL201218C00118000-12_17_20-18:05,AAPL201218C00118000,2020-12-17 17:23:44,118.0,10.48,10.4,10.55,4.5199995,82.0,6734.0,0.6269569,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0356128
AAPL201218C00119000-12_17_20-18:05,AAPL201218C00119000,2020-12-17 17:12:48,119.0,9.41,9.4,9.55,4.31,146.0,2168.0,0.574223,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0274401
AAPL201218C00120000-12_17_20-18:05,AAPL201218C00120000,2020-12-17 17:46:05,120.0,8.5,8.45,8.55,4.15,3062.0,51775.0,0.5234423,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0192673
AAPL201218C00121000-12_17_20-18:05,AAPL201218C00121000,2020-12-17 17:32:29,121.0,7.35,7.45,7.55,3.8,542.0,7789.0,0.4687553,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0110945
AAPL201218C00122000-12_17_20-18:05,AAPL201218C00122000,2020-12-17 17:44:20,122.0,6.46,6.45,6.55,3.54,1585.0,11035.0,0.4179746,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,-0.0029218
AAPL201218C00122500-12_17_20-18:05,AAPL201218C00122500,2020-12-17 17:46:33,122.5,6.0,5.95,6.1,3.28,993.0,45045.0,0.4355525,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0011646
AAPL201218C00123000-12_17_20-18:05,AAPL201218C00123000,2020-12-17 17:46:17,123.0,5.5,5.45,5.55,3.09,2264.0,11624.0,0.3632876,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.005251
AAPL201218C00124000-12_17_20-18:05,AAPL201218C00124000,2020-12-17 17:46:33,124.0,4.55,4.5,4.6,2.6600003,2629.0,17200.0,0.3476628,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0134238
AAPL201218C00125000-12_17_20-18:05,AAPL201218C00125000,2020-12-17 17:46:48,125.0,3.6,3.55,3.65,2.12,13286.0,137966.0,0.3154365,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0215966
AAPL201218C00126000-12_17_20-18:05,AAPL201218C00126000,2020-12-17 17:46:24,126.0,2.66,2.67,2.72,1.4900001,9270.0,20350.0,0.2793041,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0297693
AAPL201218C00127000-12_17_20-18:05,AAPL201218C00127000,2020-12-17 17:46:26,127.0,1.83,1.84,1.88,0.92,13803.0,30570.0,0.2568434,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0379421
AAPL201218C00128000-12_17_20-18:05,AAPL201218C00128000,2020-12-17 17:46:51,128.0,1.15,1.15,1.17,0.43,49362.0,38441.0,0.2412185,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0461149
AAPL201218C00129000-12_17_20-18:05,AAPL201218C00129000,2020-12-17 17:46:50,129.0,0.64,0.62,0.64,0.1,93525.0,27918.0,0.2309647,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0542877
AAPL201218C00130000-12_17_20-18:05,AAPL201218C00130000,2020-12-17 17:46:47,130.0,0.31,0.3,0.31,-0.12,132424.0,187220.0,0.2275468,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0624604
AAPL201218C00131000-12_17_20-18:05,AAPL201218C00131000,2020-12-17 17:46:22,131.0,0.15,0.14,0.15,-0.19,20490.0,34753.0,0.2353592,c,12_17_20-18:05,2020-12-18,AAPL,122.3574982,100699.0,0.001817,0.0706332
