uid,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,volume,openInterest,impliedVolatility,optType,myDateTime,expiration,ticker,currentPriceDay,stockVolumeDay,timeUntilExpiration,pctPriceDiff
AAPL201218C00109000-12_17_20-18:55,AAPL201218C00109000,2020-12-17 18:36:03,109.0,19.46,19.25,19.4,4.909999,7.0,111.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.1098407
AAPL201218C00110000-12_17_20-18:55,AAPL201218C00110000,2020-12-17 18:33:25,110.0,18.35,18.25,18.35,4.75,840.0,17847.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.1016741
AAPL201218C00111000-12_17_20-18:55,AAPL201218C00111000,2020-12-17 17:40:35,111.0,17.35,17.25,17.4,4.6000004,1.0,143.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0935075
AAPL201218C00112000-12_17_20-18:55,AAPL201218C00112000,2020-12-17 16:26:11,112.0,16.78,16.25,16.4,5.1000004,9.0,307.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0853409
AAPL201218C00112500-12_17_20-18:55,AAPL201218C00112500,2020-12-17 18:33:46,112.5,15.9,15.75,15.85,4.8999996,377.0,40240.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0812576
AAPL201218C00113000-12_17_20-18:55,AAPL201218C00113000,2020-12-17 17:23:44,113.0,15.47,15.25,15.4,5.0700006,5.0,694.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0771743
AAPL201218C00114000-12_17_20-18:55,AAPL201218C00114000,2020-12-17 17:55:24,114.0,14.5,14.25,14.4,5.08,7.0,3005.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0690077
AAPL201218C00115000-12_17_20-18:55,AAPL201218C00115000,2020-12-17 18:33:22,115.0,13.42,13.25,13.4,4.6400003,524.0,72196.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0608411
AAPL201218C00116000-12_17_20-18:55,AAPL201218C00116000,2020-12-17 16:47:14,116.0,12.62,12.25,12.4,4.72,91.0,3470.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0526745
AAPL201218C00117000-12_17_20-18:55,AAPL201218C00117000,2020-12-17 18:22:52,117.0,11.6,11.25,11.4,5.0000005,243.0,3139.0,1e-05,c,12_17_20-18:55,2020-12-18,AAPL,122.4499969,137924.0,0.001722,-0.0445079
